date,avg_hourly_earnings,cpi_all_items,cpi_core,cpi_energy,cpi_food,cpi_shelter,epop,lfpr,unemp_rate,headline_yoy_pct,core_yoy_pct,energy_yoy_pct,food_yoy_pct,shelter_yoy_pct,wage_yoy_pct,headline_minus_core_yoy
2020-08-01,29.49,259.316,268.422,193.307,268.271,326.782,56.5,61.7,8.4,1.2810698495523853,1.7223933878284248,-9.604997965835393,3.962471807352186,2.320819112627981,4.797441364605537,-0.44132353827603943
2020-09-01,29.51,259.997,268.933,196.705,268.354,327.043,56.6,61.4,7.8,1.3910228912373812,1.7190644053436621,-7.656737788418644,3.7818814657256006,2.0618781909648165,4.794034090909105,-0.3280415141062809
2020-10-01,29.54,260.319,269.306,196.113,269.007,327.421,57.5,61.7,6.9,1.2303863428671624,1.6364116692455521,-8.89821060259769,3.828428950781193,2.0441809874650163,4.603399433427757,-0.40602532637838973
2020-11-01,29.64,260.911,269.981,197.017,269.066,327.801,57.4,61.5,6.7,1.1757452138405844,1.6693780408814973,-9.412473331861992,3.6367978307090043,1.9246854118795786,4.587155963302747,-0.49363282704091294
2020-12-01,29.91,262.045,270.341,205.67,270.088,328.217,57.4,61.5,6.7,1.3204191315779434,1.624313961356294,-7.012388100189904,3.859228154369121,1.852616160895204,5.391120507399583,-0.3038948297783506
2021-01-01,29.93,262.687,270.387,212.47,270.499,328.535,57.4,61.4,6.4,1.3738437137002402,1.3763703714812836,-3.4872153606453793,3.6958805173696208,1.5604954758614786,5.276116778051354,-0.00252665778104344
2021-02-01,30.05,263.579,270.793,219.242,270.73,329.124,57.6,61.4,6.2,1.6698167791706853,1.280248344990098,2.3089773862077223,3.5031177480339792,1.4302752378398953,5.290819901892085,0.3895684341805872
2021-03-01,30.03,264.961,271.459,229.617,270.971,329.947,57.7,61.5,6.1,2.6678187820641908,1.6494791315614155,13.851577491186573,3.3297869500722665,1.6660504098108042,4.52488687782806,1.0183396505027753
2021-04-01,30.22,266.614,273.66,227.255,272.018,331.208,57.8,61.6,6.1,4.133077115360573,2.9780316542864504,24.46463584283569,2.348209212986818,2.1014763048296636,0.5992010652463353,1.1550454610741223
2021-05-01,30.41,268.383,275.465,229.854,273.181,332.111,58.0,61.6,5.8,4.918257089467626,3.7876961101984907,27.668295934236852,2.137483923070005,2.1964901699525807,2.3216689098250365,1.1305609792691351
2021-06-01,30.54,270.654,277.651,233.603,275.185,333.835,58.1,61.7,5.9,5.295632620349999,4.439362194328367,23.773670880710405,2.356713247957032,2.58431282169469,3.9482641252552853,0.8562704260216325
2021-07-01,30.66,271.903,278.648,236.488,276.895,335.446,58.4,61.8,5.4,5.245169381309234,4.210719214328185,23.192648698206963,3.3869257422785015,2.8190124720688825,4.321197686287848,1.034450166981049
2021-08-01,30.78,272.676,278.997,240.692,278.084,336.022,58.6,61.7,5.1,5.152015301793966,3.9396919775577244,24.51282157397301,3.6578683495420705,2.8275731221425904,4.374364191251279,1.212323324236242
2021-09-01,30.98,273.91,279.698,245.302,280.322,337.357,58.8,61.7,4.7,5.351215590949132,4.002855729865806,24.705523499656845,4.4597807373842,3.1537137318334407,4.98136225008472,1.3483598610833258
2021-10-01,31.14,276.55,281.668,254.756,282.727,338.948,59.0,61.8,4.5,6.235042390298062,4.590317334184912,29.902658161366148,5.100239027237197,3.5205438869223338,5.416384563304,1.64472505611315
2021-11-01,31.23,278.919,283.406,263.798,284.767,340.544,59.3,61.9,4.1,6.901970403700863,4.972572143965692,33.896059730886165,5.835371247203303,3.8874195014658275,5.3643724696356365,1.929398259735171
2021-12-01,31.39,280.845,285.18,267.899,286.343,341.931,59.5,62.0,3.9,7.174340285065539,5.488993530393094,30.25672193319395,6.018408814904763,4.178333236852438,4.948177866934134,1.6853467546724454
2022-01-01,31.6,282.543,286.757,270.189,288.549,342.858,59.7,62.2,4.0,7.558805726967832,6.05428515424189,27.16571751306067,6.672852764705217,4.359657266349082,5.579685933845635,1.5045205727259425
2022-02-01,31.64,284.5,288.273,275.322,291.342,344.705,59.9,62.3,3.9,7.937278766517819,6.4551151617656455,25.579040512310613,7.613489454437983,4.7340819873360696,5.291181364392683,1.4821636047521736
2022-03-01,31.8,287.674,289.056,303.099,293.893,346.396,60.1,62.4,3.7,8.572204966013853,6.482378554404167,32.001985915676975,8.459207811906055,4.985346131348378,5.894105894105883,2.0898264116096863
2022-04-01,31.96,288.561,290.514,295.455,296.568,348.23,59.9,62.2,3.7,8.231750770777225,6.158737119052837,30.010340806582914,9.025138042335445,5.139368614284678,5.757776307081408,2.073013651724388
2022-05-01,32.1,291.298,292.063,309.052,299.817,350.204,60.1,62.3,3.6,8.538171195642065,6.0254478790408905,34.45578497655033,9.750312064162593,5.447877366302234,5.557382439986847,2.512723316601174
2022-06-01,32.19,294.957,294.05,330.456,302.774,352.616,59.9,62.2,3.6,8.979361103105798,5.906335651591377,41.460512065341625,10.025619128949614,5.625833121152657,5.402750491159125,3.0730254515144217
2022-07-01,32.34,294.913,295.088,314.345,305.962,354.68,60.0,62.1,3.5,8.462576727730099,5.899916740834321,32.92217786949021,10.497480994600838,5.733858802907177,5.47945205479452,2.5626599868957776
2022-08-01,32.44,295.097,296.535,298.331,308.475,357.048,60.1,62.3,3.6,8.222579178218826,6.286089097732228,23.947202233559906,10.928712187684297,6.257328389212624,5.393112410656253,1.9364900804865979
2022-09-01,32.57,296.349,298.226,294.103,310.453,359.601,60.1,62.2,3.5,8.192106896425821,6.624287624509306,19.89425279859114,10.748710411598083,6.59360855117872,5.132343447385401,1.5678192719165152
2022-10-01,32.7,298.007,299.399,299.945,312.594,362.353,60.0,62.2,3.6,7.758813957693,6.294999786983246,17.738149444959106,10.563900865499232,6.905188996542244,5.009633911368017,1.463814170709754
2022-11-01,32.82,298.786,300.325,298.107,314.179,364.695,59.9,62.1,3.6,7.122856456533988,5.969880665899807,13.005784729224645,10.328443955935906,7.091888272881031,5.091258405379451,1.1529757906341809
2022-12-01,32.94,298.832,301.394,286.33,315.367,367.466,60.1,62.3,3.5,6.404600402357152,5.685531944736666,6.879831578318685,10.136095521804279,7.467880946740735,4.937878305192722,0.7190684576204864
2023-01-01,33.02,300.42,302.642,292.615,316.859,369.911,60.2,62.4,3.5,6.327178517960097,5.539533472591773,8.300115844834544,9.81115859004884,7.890438607236816,4.493670886075951,0.7876450453683237
2023-02-01,33.15,301.45,304.123,288.702,318.025,372.636,60.3,62.5,3.6,5.957820738137087,5.498260329618088,4.859764203369155,9.158652030946435,8.10287057048782,4.772439949431084,0.4595604085189997
2023-03-01,33.27,301.821,305.147,282.868,318.05,374.678,60.4,62.6,3.5,4.917719362889961,5.566741392671326,-6.6747168416919855,8.219658174914013,8.164643933532712,4.622641509433967,-0.6490220297813654
2023-04-01,33.43,302.845,306.534,280.86,318.755,376.404,60.4,62.6,3.4,4.950079879124369,5.514364195873522,-4.939838554094522,7.481252191740184,8.09062975619561,4.599499374217775,-0.5642843167491529
2023-05-01,33.5,303.334,307.652,274.273,319.587,378.304,60.3,62.6,3.6,4.131851231385042,5.337547036084689,-11.253446022028657,6.594022353635709,8.023894644264473,4.361370716510904,-1.2056958046996469
2023-06-01,33.69,304.014,308.322,275.712,319.942,380.155,60.3,62.6,3.6,3.070617072997095,4.853596327155252,-16.566199433510064,5.670235885511965,7.809912199106117,4.659832246039142,-1.7829792541581568
